,source,reference,translation,z-score,avg-score,annotators,bert_metric_p,bert_metric_r,bert_metric_f,bleu_metric_mod_prec,bleu_metric_sen_bleu,Rouge1_metric_f,Rouge1_metric_r,Rouge1_metric_p,Rouge2_metric_f,Rouge2_metric_r,Rouge2_metric_p,RougeL_metric_f,RougeL_metric_r,RougeL_metric_p
4680,Das käme der von Hoy gleich.,That would be the same from Hoy.,That would be the same as Hoy's.,0.9127963665481692,96.0,1,0.5781974792480469,0.6644956469535828,0.6216286420822144,0.53125,1.0872306504748545e-154,0.7142857092857143,0.7142857142857143,0.7142857142857143,0.6666666616666668,0.6666666666666666,0.6666666666666666,0.7142857092857143,0.7142857142857143,0.7142857142857143
5143,"Trump, ein New Yorker Geschäftsmann, und seine Anwälte haben als Grund für seine Verweigerung eine Steuerprüfung durch die Steuerbehörden angegeben.","Trump, a New York businessman, and his lawyers have indicated a tax check by tax authorities as a reason for refusing to do so.","Trump, a New York businessman, and his lawyers have cited an audit by the Internal Revenue Service as a reason for his refusal to release his returns.",-0.048199034085182,62.0,2,0.7275167107582092,0.7339150905609131,0.7311519384384155,0.18,6.328611968917758e-155,0.5882352891349482,0.625,0.5555555555555556,0.44897958685547695,0.4782608695652174,0.4230769230769231,0.6222222172444445,0.6666666666666666,0.5833333333333334
18684,"Nicht nur ihn, sondern alle Gaststätten habe es ""hart getroffen"".","Not only him, but all the restaurants have ""hit hard.""","It's not just him: all restaurants have been ""hit hard"".",0.1432961403270019,74.0,2,0.5840467214584351,0.6695517897605896,0.6270793080329895,0.32142857142857145,8.456963471974184e-155,0.3809523759637189,0.36363636363636365,0.4,0.1052631529085875,0.1,0.1111111111111111,0.3809523759637189,0.36363636363636365,0.4
2178,Innerhalb weniger Tage hatte Pokémon Go mehr Benutzer als Tinder und fast so viele wie Twitter.,"Within days, Pokémon had more users than tinder and almost as many as Twitter.","Within days, Pokémon Go had more users than Tinder and nearly as many as Twitter.",0.9601839977144492,97.0,1,0.8706870675086975,0.8718562722206116,0.8714808225631714,0.2839506172839506,7.948654575621773e-155,0.8275862019024971,0.8571428571428571,0.8,0.5925925875994514,0.6153846153846154,0.5714285714285714,0.8148148098216735,0.8461538461538461,0.7857142857142857
16312,Ein britischer Reisender unterzog sein Immunsystem und Würgereflex einer ernsthaften Prüfung - indem er einige der schmutzigsten und ekelhaftesten Orte Europas ableckte.,"A British traveler underwent his immune system and gag reflex to a serious test, by, as he licked some of the dirtiest and most disgusting places in Europe.",A British traveller has put his immune system and gag reflex to a serious test - by licking some of the dirtiest and disgusting places in Europe.,0.477834230500044,94.5,2,0.7895985841751099,0.6944826245307922,0.7420600652694702,0.18620689655172415,6.436801207051644e-155,0.7272727222743802,0.7142857142857143,0.7407407407407407,0.6037735799074405,0.5925925925925926,0.6153846153846154,0.7169811270772517,0.7037037037037037,0.7307692307692307
3591,Weltweit verwenden laut einer Studie vom letzten Jahr von Pagefair und Adobe rund 200 Millionen Leute Anzeigeblockierer; fast viermal so viel 2013.,World-wide approximately 200 million people use indicator blockers according to a study of the last year of PAGE fair and Adobe; nearly four times so much 2013.,"Globally, roughly 200 million people use ad blockers, according to a study last year from Pagefair and Adobe; nearly quadruple the number who used such software in 2013.",-0.134375744355435,66.0,1,0.4109923243522644,0.41550832986831665,0.41420283913612366,0.1834319526627219,6.388659035234055e-155,0.5454545404561983,0.5555555555555556,0.5357142857142857,0.339622636511214,0.34615384615384615,0.3333333333333333,0.5185185135253774,0.5384615384615384,0.5
1614,"Auch wenn Lebensqualität eine Frage der Vorlieben sei: ""Mit seiner bereits starken Position als Finanzstandort für den europäischen Binnenmarkt könnte Frankfurt weitere Banken und Investoren anziehen"", folgert das IW.","Even though quality of life is a matter of preference: ""with its already strong position as a financial location for the European single market, Frankfurt could attract more banks and investors,"" conclusions.","And even if quality of life is a matter of preference: ""Thanks to its already strong position as a financial hub for the European domestic market, Frankfurt could be able to attract additional banks and investors,"" IW concluded.",0.202963488446726,74.0,1,0.6854173541069031,0.7631755471229553,0.7244792580604553,0.12719298245614036,5.319903948838889e-155,0.7142857093224491,0.78125,0.6578947368421053,0.5588235244506922,0.6129032258064516,0.5135135135135135,0.7076923027218935,0.7666666666666667,0.6571428571428571
9754,"""Heute morgen konnten wir nicht schlafen.""","""We couldn't sleep this morning.""","'This morning, we couldn't sleep.'",0.616060720132366,97.5,2,0.896171510219574,0.9141259789466858,0.905289351940155,0.5294117647058824,1.0853479985853914e-154,0.3333333283333334,0.3333333333333333,0.3333333333333333,0.19999999500000015,0.2,0.2,0.3333333283333334,0.3333333333333333,0.3333333333333333
4170,"Zum anderen nach Maulbronn, wo es im weltberühmten Kloster eine spezielle Kinderführung gab.","On the other hand after Maulbronn, where there was a special child guidance in the world-famous monastery.","Another saw them visit Maulbronn, where there was a special children's tour around the world-famous cloisters.",-1.48948424125673,0.0,1,0.45295190811157227,0.4221385419368744,0.4384145438671112,0.20909090909090908,6.820870295422159e-155,0.4848484798530762,0.47058823529411764,0.5,0.3870967691987514,0.375,0.4,0.4999999950000001,0.5,0.5
13199,Ich mache das für Frauen.,I do it for women.,I do this for women.,1.26431969465139,98.0,1,0.9281401038169861,0.9281451106071472,0.9282593727111816,0.65,1.2026213069914245e-154,0.7999999950000002,0.8,0.8,0.4999999950000001,0.5,0.5,0.7999999950000002,0.8,0.8
16890,"Linke Gewalt ist nicht die Hauptsorge vieler Anwohner: Kerstin Neugebauer, die seit 1999 im Kiez wohnt, und Jana*, die hier drei Kinder großzieht, sind vor allem von der Polizeipräsenz genervt.","Left-wing violence is not the main of many residents: Kerstin Neugebauer, who lives since 1999 in the neighborhood, and Jana*, the draws here are three children, concern, are annoyed especially by the police presence.","Far-left violence is not what worries most residents the most: Kerstin Neugebauer, who has lived in the district since 1999, and Jana*, who has brought three children up here, are mainly irritated by the police presence.",-1.11609922817165,47.0,3,0.6274219751358032,0.5885566473007202,0.608557403087616,0.14545454545454545,5.688999092037033e-155,0.514285709289796,0.5294117647058824,0.5,0.2647058773572665,0.2727272727272727,0.2571428571428571,0.4838709627471384,0.5,0.46875
20647,"In Surat Thani an der Südostküste des Landes explodierte dann eine weitere Bombe, die eine städtische Angestellte tötete.","In Surat Thani on the south-east coast of the country, another bomb exploded, killing an urban employee.","Another bomb exploded in Surat Thani on the country's south-east coast, which led to the death of a civil servant.",0.65965757696341,77.0,2,0.6525707244873047,0.6807156801223755,0.6671501398086548,0.21929824561403508,6.985376106784037e-155,0.43243242746530314,0.47058823529411764,0.4,0.17142856646530627,0.1875,0.15789473684210525,0.28571428075102046,0.3125,0.2631578947368421
8745,"Parteichef Sigmar Gabriel signalisiert erst mal vorsichtig Gesprächsbereitschaft und sagt: ""Die SPD ist bereit, über alles zu reden, was dazu beiträgt, die Sicherheit weiter zu erhöhen"".","Party chief Sigmar Gabriel first of all tentatively signals willingness to talk and says: ""The SPD is ready to speak about everything, which helps to increase security further"".","SPD Head Sigmar Gabriel showed that the party was happy to discuss the issue, albeit sensitively at first, saying that ""the SPD is prepared to discuss anything that will increase security further.""",-0.0785060768781111,70.5,4,0.5647196173667908,0.5655239224433899,0.5658279657363892,0.14720812182741116,5.72318917770625e-155,0.2622950770008063,0.2857142857142857,0.24242424242424243,0.10169491029014675,0.1111111111111111,0.09375,0.26415093839800646,0.2692307692307692,0.25925925925925924
2442,"Treats will Nacktkalendar für ""Frauen und für Männer""",Treats wants Nacktkalendar for “women and for men”,"Treats says nude calendar for 'women, as well as men'",-0.025298250619971,75.0,2,0.5406335592269897,0.34235990047454834,0.44057485461235046,0.2830188679245283,7.93560258885962e-155,0.22222221728395072,0.25,0.2,0.0,0.0,0.0,0.24999999507812506,0.2857142857142857,0.2222222222222222
13951,Wegen des harten Vorgehens des türkischen Präsidenten Recep Tayyip Erdogan nach dem Putschversuch erwartet die Kurdische Gemeinde Deutschland eine Massenflucht nach Deutschland.,"Because of the harsh Turkish President Recep Tayyip Erdogan's move after the coup attempt, the Kurdish community of Germany expects a mass curse to Germany.",The crackdown instigated by Turkish President Recep Tayyip Erdogan after the attempted coup has led the Germany Kurdish Association to expect a mass exodus to Germany.,0.639098468404419,98.0,1,0.5227940082550049,0.5361669063568115,0.5302370190620422,0.16167664670658682,5.997853617069592e-155,0.5490196028450597,0.56,0.5384615384615384,0.24489795418575602,0.25,0.24,0.49999999501033066,0.5238095238095238,0.4782608695652174
14214,"Das geschah des eines Versprechens, das Jeremy Hunt erst letzten Monat darüber gemacht hatte, dass seine Tür immer offenstehen würde.",This happened to a promise that Jeremy Hunt had just made about last month that his door would always be open.,This is despite a promise from Jeremy Hunt just last month that his door is always open.,0.591420592262615,94.0,1,0.5823812484741211,0.4946000576019287,0.5388873815536499,0.25,7.458340731200295e-155,0.6842105213711912,0.6190476190476191,0.7647058823529411,0.33333332839506175,0.3,0.375,0.7222222172839509,0.65,0.8125
17909,Innerhalb weniger Tage hatte Pokémon Go mehr Benutzer als Tinder und fast so viele wie Twitter.,Within a few days pokemon Go had more users than Tinder and almost as many as Twitter.,"Within days, Pokémon Go had more users than Tinder and nearly as many as Twitter.",0.57033882277586,88.0,1,0.800021767616272,0.7385991215705872,0.7695194482803345,0.25925925925925924,7.595202435444104e-155,0.7499999950195314,0.7058823529411765,0.8,0.5999999950222225,0.5625,0.6428571428571429,0.7333333283555556,0.6875,0.7857142857142857
19939,"Nach dem Triumph 2012 an der Seite Kennys und Hoys gab Hindes zu, dass er nach einem schwachen Start absichtlich auf die Bahn fiel.","After the 2012 triumph at the Kenny and Hoys side, Hindes admitted that he deliberately fell on the railways after a weak start.","After triumphing at London 2012 alongside Kenny and Hoy, Hindes admitted to deliberately falling to the track following a poor start.",1.12759475876634,87.0,1,0.5400466918945312,0.5049128532409668,0.523198127746582,0.21052631578947367,6.844242849220165e-155,0.49999999501033066,0.4782608695652174,0.5238095238095238,0.09523809024943337,0.09090909090909091,0.1,0.4878048730517549,0.47619047619047616,0.5
10693,"Gleichzeitig steigen die Spannungen entlang der Grenze zu Eritrea; ein Kampf um diese zackige, umstrittene Linie forderte im Juni Hunderte von Leben.","At the same time, the tensions along the border with Eritrea are rising; a fight for this delicate, contentious line called for hundreds of lives in June.","At the same time, tensions are rising along the border with Eritrea; a battle along that jagged, disputed line claimed hundreds of lives in June.",0.827921735805658,94.0,1,0.7667633891105652,0.7425795793533325,0.7550444006919861,0.1793103448275862,6.316476556085532e-155,0.6538461488535504,0.6296296296296297,0.68,0.39999999500800004,0.38461538461538464,0.4166666666666667,0.6382978673426891,0.625,0.6521739130434783
14140,"Studenten stießen am Donnerstag in der brasilianischen Stadt Sao Paulo mit der Polizei zusammen, als sie sich versammelten, um gegen die Reformen der Regierung für das öffentliche Bildungssystem zu demonstrieren.","Students met in the Brazilian city of Sao Paulo with the police on Thursday, when they gathered to demonstrate against the government's reforms for the public education system.",Students clashed with police in the Brazilian city of Sao Paulo on Thursday as they gathered to demonstrate against government reforms to the public education system.,0.401212980617221,77.0,1,0.8404942154884338,0.7939049601554871,0.8174014687538147,0.1686746987951807,6.126284868341974e-155,0.7777777727846367,0.75,0.8076923076923077,0.4999999950073965,0.48148148148148145,0.52,0.734693872553103,0.72,0.75
17981,Weiterhin seien im zurückliegenden Kalkulationszeitraum bei allen drei Anlagen nicht zuletzt aufgrund ihres Alters Sanierungs- und Reparaturaufwendungen in einem erheblichen Umfang angefallen.,"Furthermore, the period for all three systems, in the Calculation, not least because of their age, rehabilitation and repair expenses incurred to a considerable extent.","Furthermore, the previous calculation period did not include renovation and repair works to a great extent for all three treatment plants, not least because of their age.",-0.995658408218201,49.0,2,0.4820980131626129,0.4924409091472626,0.4880977272987366,0.13529411764705881,5.486705791148855e-155,0.6153846103920119,0.64,0.5925925925925926,0.359999995008,0.375,0.34615384615384615,0.43999999500799997,0.4583333333333333,0.4230769230769231
14042,So hieß es vor einiger Zeit im Originalton in einem Beitrag des Bayerischen Rundfunks.,So it was called some time ago in the original sound in a contribution of the Bavarian Rundfunks.,That was how the association was described in a segment on Bavarian radio.,-1.3481123680268898,0.0,1,0.3315402865409851,0.16524729132652283,0.24827957153320312,0.25675675675675674,7.558457167005517e-155,0.3225806402913632,0.2777777777777778,0.38461538461538464,0.06896551239001224,0.058823529411764705,0.08333333333333333,0.357142852244898,0.3125,0.4166666666666667
17295,In Infrastruktur investieren und das Handelsabkommen TTP verhindern - das wollen sowohl Clinton als auch Trump.,"In infrastructure investing, and the trade agreements TTP prevent the want to both Clinton as well as Trump.",Both Clinton and Trump want to invest in infrastructure and prevent the TTP trade agreement.,0.332056605911279,98.0,2,0.46984413266181946,0.33263248205184937,0.4013272523880005,0.2608695652173913,7.618753507269863e-155,0.6060606011019284,0.5555555555555556,0.6666666666666666,0.12903225311134256,0.11764705882352941,0.14285714285714285,0.266666661688889,0.25,0.2857142857142857
11459,"""Wir hoffen, dass wir durch das Vergleichen unserer Ergebnisse mit anderen Sternenhaufen, mehr über die Beziehung zwischen der Masse eines Sterns, seinem Alter und sogar der Geschichte seines Sonnensystems erfahren,"" sagte Luisa Rebull, eine Forscherin am Caltech's Infrared Processing and Analysis Center in Pasadena, in einer Pressemitteilung.","""We hope that by comparing our results with other star clusters, more about the relationship between the mass of a star, its age and even the history of its solar system,"" said Luisa Rebull, a researcher at Caltech's infrared Processing and Analysis Center in Pasadena, in a press release.","""We hope that by comparing our results to other star clusters, we will learn more about the relationship between a star's mass, its age, and even the history of its solar system,"" Luisa Rebull, a research scientist at Caltech's Infrared Processing and Analysis Center in Pasadena, said in a news release.",0.5757615828672161,100.0,1,0.8279187679290771,0.85154789686203,0.8399699330329895,0.10526315789473684,4.839610530770974e-155,0.7999999950020001,0.8163265306122449,0.7843137254901961,0.571428566430654,0.5833333333333334,0.56,0.767441855475933,0.8048780487804879,0.7333333333333333
2883,"""Wenn ich das Podium über 200 m Freistil sehe, will ich mich übergeben"", sagte Lacourt im französischen Radio.","“If I the podium over 200 m freestyle see, want to hand over I”, said myself Lacourt in the French radio.","""When I look at the podium for the 200m Freestyle, I want to throw up,"" Lacourt said on French radio.",-1.08873265199961,60.5,2,0.5070019364356995,0.40050795674324036,0.45411473512649536,0.25742574257425743,7.568297630965454e-155,0.4878048730517549,0.47619047619047616,0.5,0.15384614884944134,0.15,0.15789473684210525,0.4324324274360848,0.42105263157894735,0.4444444444444444
4565,Nach einer kurzen Erhöhung im Mai ging die hergestellte Menge nun den zweiten Monat hintereinander zurück.,"After a brief increase in May, the produced crowd went back the second month.","After a brief spike in May, the amounts produced shrunk for a second consecutive month.",0.450637197371034,90.5,2,0.638414740562439,0.6583135724067688,0.6489181518554688,0.26436781609195403,7.669666985057712e-155,0.6206896501783592,0.6428571428571429,0.6,0.2962962913031551,0.3076923076923077,0.2857142857142857,0.6666666616735254,0.6923076923076923,0.6428571428571429
956,"Reid sagt, Clinton werde im Fall eines Wahlsiegs bei Garland als Kandidaten für das Oberste Gericht bleiben",Reid says Clinton will remain in the case of an election victory at Garland as candidate for the Supreme Court,Reid says Clinton will stick with Garland as Supreme Court nominee if elected,-1.66467635880095,48.0,1,0.5951094627380371,0.4740132987499237,0.5346459150314331,0.2987012987012987,8.15249931764728e-155,0.48484848007346204,0.4,0.6153846153846154,0.32258064041623313,0.2631578947368421,0.4166666666666667,0.4999999951757813,0.42105263157894735,0.6153846153846154
3671,"Wer glaube, dass das ende, sobald sie in Deutschland ankämen, irre, erzählt Bahr.","Who believes that end, as soon as they would arrive at Germany, err, tell Bahr.","If you think that this stops as soon as they arrive in Germany, you'd be wrong, says Bahr.",-2.11659050897078,14.0,1,0.2078823745250702,0.19023579359054565,0.20034490525722504,0.23333333333333334,7.205441695818424e-155,0.48484847988980717,0.5333333333333333,0.4444444444444444,0.19354838214360054,0.21428571428571427,0.17647058823529413,0.4516128982726327,0.5,0.4117647058823529
5715,Der ehemalige deutsche Schwimmer Markus Deibler hat sich per Facebook zum enttäuschenden Abschneiden des DSV-Teams bei Olympis geäußert.,Former German swimmers Markus Deibler has commented on Facebook's disappointing cuts to the DSV team at Olympis.,Former German swimmer Markus Deibler has posted on Facebook about the disappointing performance of the DSV team at the Olympics.,-1.3010286407964098,21.0,1,0.6955087780952454,0.6758798956871033,0.6861873269081116,0.2265625,7.100128844380691e-155,0.5945945896274654,0.6470588235294118,0.55,0.34285713789387756,0.375,0.3157894736842105,0.6285714235755103,0.6470588235294118,0.6111111111111112
7092,Das ist ein Superteam.,It's a super team.,That is a super team.,0.913362404471358,97.0,1,0.9426756501197815,0.9426797032356262,0.9427708387374878,0.47619047619047616,1.0293488136882979e-154,0.6666666617283951,0.75,0.6,0.5714285665306124,0.6666666666666666,0.5,0.6666666617283951,0.75,0.6
2294,"Der Anwalt Tasnime Akunjee sagte, dass ihre Familie vor einigen Wochen von ihrem Tod in Raqqa, Syrien erfuhr.","The lawyer Tasnime Akunjee said that their family experienced several weeks ago from their death in Raqqa, Syria.","Attorney Tasnime Akunjee said her family learned of her death in Raqqa, Syria, a few weeks ago.",-1.2885944528826498,27.25,4,0.6667206883430481,0.5959636569023132,0.6317152976989746,0.28421052631578947,7.952291571728673e-155,0.514285709289796,0.5,0.5294117647058824,0.30303029803489445,0.29411764705882354,0.3125,0.42424241924701567,0.4117647058823529,0.4375
13345,Genau so sollte man es auch mit Ländern halten.,This is exactly how it should be with countries.,This is exactly how it should be with countries.,0.633141245261049,100.0,1,1.0000007152557373,1.0000007152557373,1.0000007152557373,0.4166666666666667,9.628676480759687e-155,0.999999995,1.0,1.0,0.999999995,1.0,1.0,0.999999995,1.0,1.0
7070,Die Raiffeisenbank Gmund am Tegernsee verlangt von reichen Sparern künftig Strafzinsen - als zweites Institut in Deutschland.,Raiffeisenbank Gmund am Tegernsee requires wealthy savers in the future to pay penalty interest - as the second institute in Germany.,The Raffeisen Bank in Gmund am Tegernsee will demand penalty interest from wealthy savers in the future - and it will be the second bank in Germany to do so.,0.4526211061299621,88.0,1,0.5796927809715271,0.6067243218421936,0.5938369035720825,0.17834394904458598,6.2994321874438875e-155,0.6274509755478662,0.7619047619047619,0.5333333333333333,0.36734693394418994,0.45,0.3103448275862069,0.4888888840098766,0.5789473684210527,0.4230769230769231
9383,"In einem Ranking der Unternehmensberatung Mercer stehe die Stadt auf Platz sieben, Luxemburg auf Platz 19, Dublin auf Platz 33 und Paris an 37. Stelle.","In a ranking of business consultancy Mercer, the city ranked seventh, Luxembourg at number 19, Dublin on Place 33 and Paris at 37. Place.","In a table compiled by management consultants Mercer, the city was ranked 7th, Luxembourg 19th, Dublin 33rd and Paris 37 th.",0.499482657917773,92.5,2,0.5827544331550598,0.5259853005409241,0.5549460053443909,0.25,7.458340731200295e-155,0.4888888839111111,0.4583333333333333,0.5238095238095238,0.1860465066522446,0.17391304347826086,0.2,0.5116279019794485,0.5,0.5238095238095238
19176,"Es liegt kein eindeutiger Konsens darüber vor, wo ein gemeinsamer Nenner zu Syrien gefunden werden kann.",There is no clear consensus on where a common denominator on Syria can be found.,There is no clear consensus on where they can seek common ground on Syria.,0.4457515694966829,76.0,2,0.7733296751976013,0.7110312581062317,0.7424277067184448,0.2702702702702703,7.75481342851037e-155,0.7586206846611178,0.7333333333333333,0.7857142857142857,0.5185185135253774,0.5,0.5384615384615384,0.6666666616735254,0.6428571428571429,0.6923076923076923
10902,Sie verbrachte fast den gesamten Urlaub im Zimmer.,She spent almost the whole holiday in the room.,They spent almost all their holiday in their room.,0.0888957197850611,64.0,1,0.7552477717399597,0.8195489048957825,0.7875645756721497,0.32,8.438149291890396e-155,0.5555555505555557,0.5555555555555556,0.5555555555555556,0.24999999500000009,0.25,0.25,0.624999995,0.625,0.625
17129,"Podolski greift mit ""Gala"" nach Supercup","Podolski attacks with ""Gala"" after the Supercup","Podolski and ""Gala"" are shooting for the Supercup",-1.06820597270127,25.0,1,0.632340133190155,0.668510377407074,0.6509354114532471,0.40816326530612246,9.529918213896665e-155,0.5333333283555556,0.5714285714285714,0.5,0.1538461488757398,0.16666666666666666,0.14285714285714285,0.5333333283555556,0.5714285714285714,0.5
2646,"Der finnische Mobiltelefon-Hersteller hatte das Produkt ein paar Monate zuvor auf der Computermesse Cebit in Hannover als ""Büro im Westentaschenformat"" angekündigt.",The Finnish mobile phone manufacturer had announced the product few months before on the computer fair a Cebit in Hanover as “office in the vest pocket format”.,"The Finnish mobile phone manufacturer had presented the product a couple of months previously at the Cebit computer trade fair in Hanover, billing it as ""the office you can fit in your pocket"".",-0.345024073270567,76.0,1,0.567707359790802,0.589396059513092,0.5792152881622314,0.12953367875647667,5.368631132768385e-155,0.5666666617166667,0.6296296296296297,0.5151515151515151,0.20689654677764577,0.23076923076923078,0.1875,0.4727272678082645,0.5416666666666666,0.41935483870967744
4105,Er verfügt über 10.000 Tonnen Stahl und 20.000 Tonnen Beton sowie 46 Schrägseile.,"It has 10.000 tons steel and 20,000 tons concrete as well as 46 inclined cables.","It has 10,000 tonnes of steel and 20,000 tonnes of concrete and 46 stay-cables.",0.7817475983491479,96.0,1,0.6060513257980347,0.6695117950439453,0.6381908655166626,0.26582278481012656,7.690743328681746e-155,0.46666666168888893,0.4375,0.5,0.21428570931122462,0.2,0.23076923076923078,0.5599999950720002,0.5,0.6363636363636364
15034,NBC wird die Endrunden als Teil eines Nachmittagblocks an beiden Tagen ab 14.00 ausstrahlen.,NBC will broadcast the Endrunden as part of an afternoon block on both days from 14.00.,NBC will air the finals as part of an afternoon block beginning at 2 p.m. on both days.,-0.565308778350735,51.0,2,0.6787725687026978,0.5650612115859985,0.6219482421875,0.27586206896551724,7.834624931730153e-155,0.6666666616820989,0.7058823529411765,0.631578947368421,0.4705882303114187,0.5,0.4444444444444444,0.6666666616820989,0.7058823529411765,0.631578947368421
13744,"Am Sonntag hatte die 18-Jährige den vierten Platz im Finale über 100 m Schmetterling belegt, nur um 0,09 Sekunden verpasste sie dabei die Bronzemedaille.","On Sunday, the 18-year-old had finished fourth in the final over 100 m butterfly, only 0.09 seconds she missed the bronze medal.","On Sunday, the 18-year-old had taken fourth place in the 100m Butterfly final - missing out on a bronze medal by just 0.09 seconds.",0.198765545025682,84.5,2,0.7545544505119324,0.7592456340789795,0.7572940587997437,0.21374045801526717,6.8962910729980074e-155,0.583333328342014,0.6086956521739131,0.56,0.3478260819659736,0.36363636363636365,0.3333333333333333,0.5777777728000001,0.6190476190476191,0.5416666666666666
4663,Er wurde 1624 geboren und schwimmt mit gut einem 1 km/h durch den Nordatlantik - bis heute.,He was born in 1624 and was floating a 1 km / h through the North Atlantic - to this day.,It was born in 1624 and has swum through the North Atlantic at 1km/h right through to the present day.,-0.652734751726452,59.5,2,0.5851444005966187,0.6442990303039551,0.6151911616325378,0.27450980392156865,7.815398829297585e-155,0.536585360856633,0.5238095238095238,0.55,0.3589743539776463,0.35,0.3684210526315789,0.5789473634349032,0.55,0.6111111111111112
5515,"Seit die Baustelle am Montag nach Süden gewandert ist und auch die Sperrung der Aspergstraße in Ofterdingen aufgehoben wurde und damit auch die Verbindung nach Rottenburg wieder besteht, hat sich die Verkehrslage innerhalb des Ortes entspannt.","Since the construction site on Monday to the south and the closure of the Aspergstraße in Ofterdingen, and therefore the connection to Rottenburg again, the traffic situation in the village has been relaxed.","Since the construction site was moved southwards on Monday, and the Aspegstraße in Ofterdingen was reopened, and the link to Rottenburg was re-established, the traffic situation within the town has improved.",-0.6671538600495961,33.5,2,0.6128920912742615,0.6214671730995178,0.6177985668182373,0.13526570048309178,5.48612954730013e-155,0.5312499950048829,0.5151515151515151,0.5483870967741935,0.22580644661810625,0.21875,0.23333333333333334,0.4999999950000001,0.5,0.5
21412,"Wer zum Beispiel einen Bandscheibenvorfall hat, kann schlecht liegen, wacht alle zwei bis drei Stunden auf und fängt womöglich an, über Alltagsprobleme und -sorgen zu grübeln, gibt Weeß ein Beispiel.","If you have a bandwagon, for example, can be bad, wake up every two to three hours, and may start to grate about everyday problems and worries, Weeß gives an example.","If you have a slipped disk, for example, you might find it hard to lie down, wake up every couple of hours, and start to grumble about everyday problems and worries, suggests Weeß as an example.",-2.07591874573527,14.0,1,0.44529464840888977,0.48545944690704346,0.4661716818809509,0.14948453608247422,5.7672708752772345e-155,0.6567164129382937,0.7096774193548387,0.6111111111111112,0.39999999502958583,0.43333333333333335,0.37142857142857144,0.6451612853433925,0.6896551724137931,0.6060606060606061
18754,Der Vektor des Trampolinspringers ist oben.,The vector of the trampoline controller is above.,The trampoliner's vector is up.,-0.5871303964786551,66.0,2,0.4036431908607483,0.40382057428359985,0.4047006666660309,0.5483870967741935,1.1046274455104459e-154,0.4615384568047337,0.375,0.6,0.0,0.0,0.0,0.4615384568047337,0.375,0.6
12162,"""Viele Dinge, die ich kaufe, sind aus den späten 60ern, frühen 70ern, die erschienen, als ich 11 oder 12 war. Dinge, bei denen ich vermutlich etwas zu jung war, um sie mir zu kaufen,"" sagt er.","""Many things I buy are out of the late sixties, early 70s that appeared when I was 11 or 12, things where I was probably too young to buy them,"" he says.","""A lot of the stuff I get is late 60s, early 70s, things that came out when I was 11 or 12, things I was probably a bit too young to get,"" he says.",0.546947475316204,96.0,1,0.7343510985374451,0.7357799410820007,0.7354958057403564,0.1836734693877551,6.392863483886088e-155,0.6969696919742885,0.71875,0.6764705882352942,0.40624999500488285,0.41935483870967744,0.3939393939393939,0.6315789423822715,0.6666666666666666,0.6
3096,"Er selber dagegen wäre ganz anders, behauptet Trump.","It against it would completely different be, maintains Trump.","He would do things totally differently, Trump says.",-2.31857888680174,11.0,2,0.43804386258125305,0.3574894070625305,0.3984394371509552,0.4117647058823529,9.571869634062025e-155,0.23529411266435996,0.2222222222222222,0.25,0.0,0.0,0.0,0.23529411266435996,0.2222222222222222,0.25
8426,"Die drei Männer hatten Schwierigkeiten sich in Sicherheit zu schwimmen, während sich ihr Boot aus eigener Kraft weiterbewegte.",The three men had difficulty swimming in safety while their boat moved on on their own.,The three men struggled to swim to safety while their boat continued under its own power.,-0.0735946428929251,63.0,1,0.7021061778068542,0.7570539712905884,0.7298876047134399,0.24719101123595505,7.416321575815787e-155,0.4999999950000001,0.5,0.5,0.3333333283333334,0.3333333333333333,0.3333333333333333,0.5517241329369797,0.5714285714285714,0.5333333333333333
5018,"Er empfiehlt, dass Wähler einen Ausweis mit sich führen sollten, um bei Wahlen ihre Identität zu beweisen.",He recommends that voters should hold a card to prove their identity in elections.,He recommends that voters should have to take ID to prove who they are when they vote.,0.906347981262142,97.0,1,0.6764218807220459,0.7058194875717163,0.6915843486785889,0.22093023255813954,7.011320025637594e-155,0.4516128982726327,0.5,0.4117647058823529,0.34482758126040436,0.38461538461538464,0.3125,0.4827586156956005,0.5,0.4666666666666667
4877,"Asylberechtigt nach dem Grundgesetz sind ausschließlich politisch, also von staatlicher Seite, individuell Verfolgte.","Asylentifies according to the basic law are exclusively political, therefore from the state, individually persecuted.","Under the constitution, only individuals suffering political persecution, i.e., on the part of the state, are entitled to asylum.",-0.5130776339733,44.5,2,0.2911810576915741,0.1685256063938141,0.23037496209144592,0.17054263565891473,6.160113313613406e-155,0.2777777729166667,0.3333333333333333,0.23809523809523808,0.05882352456747445,0.07142857142857142,0.05,0.12121211632690562,0.14285714285714285,0.10526315789473684
4985,"Es ist das erste von vier Verschließungen der ""Deckgebläse"", die sich der Fertigstellung um jeden der drei Türme der Brücke nähern.","It is the first of four decrees of the ""cover zone,"" which approaches the completion of each of the three towers of the bridge.","It is the first of four closures between the ""deck fans,"" which are now nearing completion around each of the bridge's three towers.",1.04875690742619,96.0,1,0.535293698310852,0.5678167343139648,0.5522361993789673,0.18181818181818182,6.360494346864465e-155,0.5957446758533274,0.5833333333333334,0.6086956521739131,0.35555555055802474,0.34782608695652173,0.36363636363636365,0.6111111061728396,0.6875,0.55
